StockCode,total_units,weeks_present,mean_price,price_std,price_cv
21212,60141,53,0.5366645028652537,0.08123841243859498,0.15137653413792568
84077,55091,53,0.21579008507098246,0.03032464173016844,0.14052842937706517
85099B,49875,53,1.8122079477154307,0.09427926505744193,0.05202452907035068
17003,48374,50,0.20493856260897383,0.05210457764282249,0.2542448672397438
84879,45348,53,1.6679061368917882,0.161722750188853,0.09696154154707406
84991,36502,53,0.5118322821114458,0.04178292497352369,0.08163401652032945
22197,32977,53,0.8776583777378162,0.18365110372591745,0.20925123987226363
21977,31940,53,0.5341722817778407,0.08818681005150687,0.16509057669185329
21232,27127,53,1.3115136781463415,0.22905752665998477,0.17465126782644658
37410,25707,13,3.100172975021466,4.429321948687774,1.42873381078264
21213,25557,53,0.5515458431166462,0.12407447529220847,0.22495768364619506
21982,25215,42,0.329784520005922,0.10232601248386386,0.3102814300744812
21980,24864,53,0.2919360156925082,0.019400801022149902,0.06645566144392576
84568,24692,49,0.30641142971306007,0.10834916420485287,0.353606796934164
84755,24390,53,0.6526572942283491,0.07931996633880228,0.12153386936797209
84347,23049,34,3.26053286949568,1.1571407167291985,0.3548931303698767
84270,22996,51,0.21900310652447874,0.034895035124420604,0.15933579974364548
84992,22078,53,0.5285865227274653,0.0813320576849699,0.1538670665784342
21984,22036,50,0.30136352231705266,0.05939158834408326,0.197076234998341
20725,21389,53,1.7190840367823144,0.2522797399591602,0.14675241847476136
21981,20990,42,0.32860495966126735,0.09352134577262392,0.28460113891472494
15036,20539,51,0.792792214736279,0.17068000251959903,0.215289705608897
71459,19972,52,0.8436963493751064,0.09197527853870661,0.10901466932603086
85099F,19851,53,1.8388853700612526,0.10584317300300071,0.057558331109826076
21975,19235,53,0.5134973220124089,0.06436614567911873,0.12534855182275578
84598,18824,47,0.32312221793205853,0.11117293384286418,0.34405846355709285
84946,18818,53,1.3504335992953982,0.17154123308601968,0.1270267810098349
21080,18613,53,0.8375449730347108,0.10299020764758557,0.12296677905476167
22386,18375,46,1.8991155352985758,0.2046826183551414,0.10777786530136593
84970S,17939,53,0.8411003028389356,0.13067937422346082,0.15536717057690197
22952,17707,13,0.6064719018154106,0.1363486794842876,0.22482274789011988
85099C,17327,53,1.8871471591209261,0.15592506599547118,0.08262475199236954
22086,17226,42,3.402381950900654,1.003140754707041,0.2948348448772768
16014,17042,31,0.37825041860121933,0.04994065854203043,0.13203067620311537
21985,16905,53,0.31759324591591787,0.04779094619929329,0.1504784714847048
22178,16444,53,1.3137107342602448,0.2206290245393312,0.1679433826530832
21915,16258,40,1.2040747555229958,0.08026493496007196,0.06666108943145188
21931,15849,53,1.9832548422605352,0.32715823523628274,0.16496026040878561
21731,15706,52,1.7179530211500347,0.2416631721235538,0.1406692552988319
22411,15130,46,1.9730159368439133,0.24317152663908145,0.12324863783313628
21929,14947,48,1.9453500523513245,0.41489566698479347,0.2132755832212888
21088,14937,20,0.6286342857142857,0.31427435654118685,0.4999319376672123
20727,14886,53,1.6733356266125992,0.1399268328134111,0.0836214986330451
20724,14722,53,0.9475797036054106,0.2083544020224756,0.21988060870206028
21096,14665,23,0.870248447204969,0.3941999841330817,0.45297407355239566
22355,14540,53,1.0599740368537502,0.38458640019153995,0.3628262455683178
84212,14486,46,0.5985071870143513,0.0983415210217448,0.16431134521929594
21928,14307,51,1.8572482877573249,0.15041177596393904,0.0809863586658977
84836,14307,53,1.249828354544537,0.06833266712912454,0.054673641288948305
16033,14281,32,0.11545673076923076,0.010736140895166321,0.09298843665186737
72741,14200,53,1.4652963144943583,0.2569372281690562,0.17534830711542446
22616,14028,32,0.3186294811416327,0.07303754170684248,0.2292240549906204
21085,13732,23,0.6728189486738941,0.24821464830993464,0.3689174462151491
21231,13704,45,1.3088596701608861,0.27675879743484577,0.21145032102702535
21091,13700,14,0.8517074098527236,0.3136222511412039,0.3682276888907602
22423,13698,39,12.952425878593035,2.2812059798654247,0.17612190961352356
21790,13414,53,0.8724032100459946,0.09313369214176577,0.10675532949592834
20972,13399,53,1.2477528684151336,0.09590812165881057,0.07686467736245785
21099,13388,18,0.7064031746031747,0.3008319581962033,0.42586439162762396
22417,13215,46,0.5403549833941007,0.08512713742218578,0.15753928443017517
20728,13075,53,1.6943008784841942,0.17985591755599145,0.10615347004771643
22383,12909,47,1.699779525917392,0.203596961095747,0.1197784524353905
21092,12846,13,0.9863271015903182,0.4244047047734855,0.43028798873030116
21181,12812,39,2.1020136018841717,0.37064335927197095,0.17632776445392132
22151,12747,53,0.4570809180056954,0.1796003591542596,0.39292902433529653
20914,12607,53,2.8395381685140415,0.1667093784724152,0.058710032610569146
20726,12408,53,1.7791685002031596,0.38901303549688165,0.21864878759513837
21704,12160,53,0.876384424259324,0.19781928996024756,0.22572205128752093
84945,12105,41,1.3522398710771275,2.2576662103205964,1.6695752422403067
22585,12101,40,1.2662276620911475,0.18392129312270977,0.14525136247534487
20975,12045,53,0.68370465118879,0.09578352258860218,0.1400948822303003
20719,11637,52,0.9792591794644804,0.2639082335491021,0.2694978398807795
20971,11628,53,1.3125362890633172,0.263502581265817,0.20075832071192776
22294,11593,53,1.2817555181997733,0.13187383504973704,0.10288532655194181
84970L,11572,52,1.0013810152121758,0.19488151806258078,0.19461275488759758
84692,11559,53,0.4577146375797918,0.07145237710510001,0.15610682123453817
85110,11520,18,0.6888888888888888,0.6178510089666002,0.8968804968870001
21094,11403,53,0.8305347050854951,0.11275586512182116,0.13576297827339323
37340,11136,38,3.3379506977844215,3.4419385447619266,1.0311532003892472
22469,11066,32,1.873708835899847,0.6082647546659383,0.3246314171186686
20993,10967,13,0.8730443230968224,0.6251996734518114,0.7161144708370958
16156S,10961,50,0.40317402354438187,0.026843874108567253,0.06658135827446791
21791,10696,53,1.284957362952143,0.14512385210136103,0.11294059731907695
21967,10642,43,0.3203813723105029,0.0988729790474002,0.3086102613717999
16047,10614,22,0.9416242424242424,0.4201381574458471,0.44618451662224357
85175,10569,50,0.4470429997628574,0.11696685002251261,0.26164563606758173
22356,10518,53,0.9703109955096738,0.22906336479148173,0.23607211074750523
40016,10138,50,0.9059803217997985,1.7470422147523974,1.928344548678238
47566,10083,52,5.523236825189495,1.5390315721865961,0.27864667420517375
22189,10072,45,3.7043064869707734,0.5641123299301283,0.1522855443830826
22382,9994,47,1.6476127144330588,0.102656331992069,0.06230610573273761
16046,9993,30,0.908545664842228,0.5293839454051513,0.5826718082432109
22297,9810,53,1.3359611583556483,0.1753043256395464,0.13121962756411093
21500,9800,52,0.4086882122600746,0.020466559770454053,0.05007866426406705
21086,9766,47,0.6682295499895742,0.08466955220479355,0.12670728525267191
21166,9764,49,2.0995821664867025,0.6719037730453796,0.3200178510611461
20713,9755,50,1.9872979526456547,0.47126109898992913,0.23713660971800804
22029,9710,52,0.424254519760031,0.04676560856685711,0.11023007743867741
21976,9588,53,0.5714284497602117,0.09339916887201954,0.16344858032744547
22444,9580,38,1.3198037148453712,0.19274035174630516,0.14603713383916847
21986,9469,53,0.3380982805683021,0.10373116254589519,0.3068077198486064
21210,9437,53,1.5127640246330232,0.2498026536581551,0.16512995390590018
84978,9391,53,1.3405849325096648,0.2494633602150191,0.18608545729960355
22083,9350,53,3.0447682055192717,0.5194088973357469,0.17059062045978113
22090,9244,53,3.147170286457734,0.45648886489495,0.14504739920150503
22379,9165,46,2.2386944996998124,0.2635700838971584,0.11773383279071835
22910,8993,13,3.127857800711294,0.600181069822898,0.19188246655152078
71477,8977,49,3.0152261824390028,0.30404281854513066,0.10083582462765421
20668,8937,30,0.12276714316238115,0.016659375526746,0.13569897529268923
82494L,8896,51,2.968972689680495,0.6880050569538229,0.23173168932984106
85160A,8810,22,3.58870077873989,5.339940588418974,1.487987134523376
21877,8769,51,1.195018613107954,0.1664654481146298,0.13929946051776843
22909,8719,13,0.9066370697429265,0.16641335939027244,0.18355013813571325
20718,8713,53,1.321930317330499,0.22280845508311486,0.16854780631179822
20723,8687,53,0.9458612046969336,0.21868888192898864,0.23120610174413428
21175,8680,48,2.07432502629956,0.1568853546287908,0.07563200204389502
22534,8663,38,0.43940655230807396,0.05828224514266909,0.13263854359141783
22470,8650,34,3.0761555313533124,0.7201572167001621,0.23410949458180963
35961,8564,52,0.9978913035384581,0.23883753062137397,0.2393422307364254
22385,8556,46,1.9118318185214462,0.16324351894876973,0.08538592012503347
21499,8500,50,0.4096737905369484,0.021557274037726875,0.0526205838295692
22348,8488,53,0.9035754553725254,0.12775086590643936,0.14138372744285133
21829,8396,53,0.22607440154567499,0.04488234058261996,0.19852906952648566
22077,8386,44,1.8860507130595956,0.46577658846662306,0.24695867679561473
85152,8373,53,2.0270623925292965,0.35317988796076877,0.17423237156508214
22489,8355,33,0.43385912673163446,0.06270021590063352,0.1445174528722477
85184D,8312,33,3.0879982022580896,1.0080916349677338,0.32645473505475814
21137,8298,52,3.5634254054345713,0.33683461203676307,0.09452551231269142
82482,8192,44,2.435524438809243,0.1854195020932271,0.07613124267555325
20712,8184,46,2.0613136070006384,0.5024233085998021,0.2437393839023187
17084R,8105,29,0.20195402298850573,0.018159724348025715,0.08992009210462364
79000,8096,52,0.8630195756386201,0.16767648117645706,0.19429047255663834
16162L,8081,17,0.7819164906247987,0.47645996542606445,0.6093489153110762
10002,7976,53,0.8673757781952971,0.12913869146132892,0.14888436443316527
20711,7831,53,2.044425792074661,0.42072654802782106,0.20579203689309375
22328,7789,48,2.8922757002725064,0.348134280339536,0.12036690703681373
21326,7773,51,0.6660891932290858,0.060539574398471484,0.0908880897841715
22551,7697,38,1.6685058898311644,0.18151598922523668,0.10878954058927787
22130,7695,37,1.1641456425605659,1.285723751327325,1.1044354798247968
22556,7679,38,1.658026445567866,0.10743401499947274,0.06479632172735164
22188,7613,47,3.8705894631169198,1.0313097570437544,0.26644772504838543
21918,7547,53,0.4405800589556595,0.0581886148868687,0.13207273843668182
82580,7517,53,0.5708557914339091,0.05497277071999975,0.0962988753813216
21392,7514,31,2.587028631865226,1.169806947634582,0.45218167793959085
84947,7493,52,1.275561728093257,0.24097159397861037,0.18891409852725918
84949,7485,52,1.653997115579128,0.15453018081738748,0.09342832545586424
15056N,7416,53,5.617935430824755,0.7416523476345258,0.13201510710948947
21314,7406,53,2.2533703803799634,0.3993391936461695,0.17721862199095417
84050,7295,53,1.6946749631862987,0.5329538592135655,0.31448736235030883
21930,7207,53,2.0303249638083978,0.38062569533265295,0.18747033214756487
22866,7140,14,2.1925324831561768,0.20809711398997158,0.09491175870307444
22326,7130,44,2.9964200470993587,0.37411803054542453,0.12485500185716088
21390,7119,53,1.300138048568824,0.2065167103539135,0.15884214032597888
21385,7109,47,0.9108111940248177,0.1965595761153406,0.2158071589423008
21082,7099,45,1.00743124865489,0.5245525065286453,0.5206831803450821
22027,7067,53,0.43210716426509316,0.04082513763625866,0.09447919639493148
84029E,7065,51,3.7075462152066248,0.5681630713984751,0.15324504090283092
22560,7058,38,1.2451926274127616,0.1417280975682854,0.11382021901524225
22867,7012,14,2.1600350814055,0.13103351512373676,0.0606626791628196
22629,6963,24,1.9021692134277306,0.13546762225331221,0.07121744022404716
22147,6945,53,1.4425744384386046,0.10686571656080739,0.07407986285718142
84520B,6911,53,0.9242435316439449,0.13673470458330683,0.1479422899937399
82600,6894,53,1.995947760950085,0.14010986788363197,0.07019716178189889
75049L,6879,33,1.1393489300388726,0.3573588180283314,0.3136517783153041
22149,6844,53,2.1353890249782252,0.19807875388771426,0.09276003181187756
47503E,6842,16,1.18125,0.2750000000000001,0.23280423280423274
22740,6834,11,0.9074615807875209,0.10737199630217524,0.1183212585253414
21889,6829,53,1.321307169656249,0.17977131704237012,0.13605565849547271
22296,6818,44,1.6794576705939184,0.20550633719819095,0.12236470188945957
15056BL,6802,53,5.683096551110924,0.6848615116894421,0.12050851248613162
22198,6782,53,1.8272259121195409,0.3912580856667923,0.21412682639386488
